               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.027654,            0.012022,           0.0021232,             0.94688,             0.89975,             0.92068,             0.48485,            0.031707,            0.011141,           0.0016257,           0.0025255,           0.0025255,           0.0025255
                 153,            0.028478,            0.011616,           0.0044931,             0.94039,             0.91393,              0.9291,             0.49236,            0.031918,            0.011035,           0.0015853,            0.002476,            0.002476,            0.002476
                 154,            0.026602,            0.011306,           0.0017313,             0.94399,             0.91283,             0.92809,             0.49439,             0.03188,            0.011054,           0.0015396,           0.0024265,           0.0024265,           0.0024265
                 155,            0.029606,            0.012093,           0.0015021,             0.93889,             0.92185,              0.9343,             0.49217,            0.032801,            0.011155,           0.0015516,            0.002377,            0.002377,            0.002377
                 156,            0.030655,            0.012303,           0.0017267,             0.92943,             0.91528,             0.92827,             0.48977,             0.03234,            0.011062,           0.0016814,           0.0023275,           0.0023275,           0.0023275
                 157,            0.029133,            0.011279,           0.0015125,             0.94896,             0.88975,             0.92511,             0.48453,            0.031197,            0.011017,           0.0017647,            0.002278,            0.002278,            0.002278
                 158,            0.029876,             0.01201,           0.0019736,             0.93886,             0.90081,             0.91827,             0.48168,            0.032822,            0.010965,           0.0018017,           0.0022285,           0.0022285,           0.0022285
                 159,            0.029805,             0.01167,           0.0022931,             0.93947,             0.91144,             0.92817,              0.4865,             0.03263,            0.010936,           0.0017243,            0.002179,            0.002179,            0.002179
                 160,            0.027243,            0.011834,            0.001659,             0.95334,             0.91011,             0.93343,             0.48511,            0.030662,            0.010935,           0.0017124,           0.0021295,           0.0021295,           0.0021295
                 161,            0.027557,            0.011411,           0.0026842,             0.95244,             0.90645,             0.92737,             0.49474,            0.031332,            0.010958,           0.0016502,             0.00208,             0.00208,             0.00208
                 162,            0.028305,            0.011911,           0.0017348,             0.95086,             0.90633,             0.93101,             0.48408,            0.031029,            0.010914,           0.0015873,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026797,            0.011335,           0.0015659,             0.95056,             0.90597,             0.93025,             0.49195,            0.032166,            0.010803,           0.0016025,            0.001981,            0.001981,            0.001981
                 164,            0.026839,            0.011601,            0.002012,              0.9358,             0.91111,             0.92706,             0.49115,            0.031811,            0.010736,           0.0015724,           0.0019315,           0.0019315,           0.0019315
                 165,             0.02851,            0.011503,           0.0023154,             0.96209,             0.89533,              0.9341,             0.48989,            0.032758,             0.01077,           0.0015145,            0.001882,            0.001882,            0.001882
                 166,            0.025694,            0.012101,           0.0020784,              0.9301,             0.90707,             0.92757,             0.48183,            0.032826,            0.010874,           0.0016068,           0.0018325,           0.0018325,           0.0018325
                 167,            0.027568,             0.01171,           0.0017219,             0.93062,             0.90744,             0.92495,             0.48437,            0.032698,            0.010986,           0.0016509,            0.001783,            0.001783,            0.001783
                 168,            0.027029,            0.012068,           0.0017663,             0.94833,             0.89753,             0.92277,             0.48905,            0.032116,            0.011004,           0.0015008,           0.0017335,           0.0017335,           0.0017335
                 169,            0.026615,            0.011915,           0.0016137,             0.95308,             0.91102,             0.93298,             0.48456,            0.031071,            0.010947,           0.0014471,            0.001684,            0.001684,            0.001684
                 170,            0.025811,            0.011096,           0.0015069,              0.9458,             0.90495,             0.92512,             0.48549,              0.0324,             0.01096,           0.0015333,           0.0016345,           0.0016345,           0.0016345
                 171,            0.026521,            0.011465,           0.0019842,             0.95912,              0.9037,              0.9276,             0.48829,            0.031212,            0.010937,           0.0015489,            0.001585,            0.001585,            0.001585
                 172,             0.02707,             0.01148,           0.0016651,             0.95059,             0.90479,              0.9294,             0.48288,            0.032182,            0.010947,           0.0015475,           0.0015355,           0.0015355,           0.0015355
                 173,            0.025119,            0.011397,           0.0015664,             0.94095,             0.90548,              0.9282,             0.48043,            0.032946,            0.010959,           0.0016304,            0.001486,            0.001486,            0.001486
                 174,            0.027172,               0.011,           0.0018626,             0.94572,             0.89022,             0.92759,             0.47837,            0.032336,            0.010903,           0.0016157,           0.0014365,           0.0014365,           0.0014365
                 175,            0.026133,            0.011329,           0.0011661,             0.95518,             0.89082,             0.92931,             0.48538,            0.031426,            0.010895,           0.0015512,            0.001387,            0.001387,            0.001387
                 176,            0.026635,            0.010945,           0.0014053,             0.94824,               0.899,             0.92587,             0.48276,            0.031117,             0.01089,           0.0015854,           0.0013375,           0.0013375,           0.0013375
                 177,             0.02604,            0.011681,           0.0020696,             0.95465,             0.89701,             0.92719,             0.48432,            0.031284,            0.010892,           0.0015341,            0.001288,            0.001288,            0.001288
                 178,            0.025652,            0.011721,            0.001273,             0.95934,             0.89293,             0.92869,             0.48445,            0.031326,            0.010884,           0.0014914,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025486,            0.011325,           0.0014892,             0.93604,             0.90835,             0.93057,             0.48762,            0.030275,            0.010945,           0.0015475,            0.001189,            0.001189,            0.001189
                 180,             0.02524,            0.011202,           0.0012184,             0.93096,             0.89909,             0.92372,             0.49062,              0.0313,            0.010971,           0.0015671,           0.0011395,           0.0011395,           0.0011395
                 181,            0.025233,            0.011699,           0.0014642,             0.94102,             0.89913,             0.92077,             0.48565,            0.030895,             0.01104,           0.0015456,             0.00109,             0.00109,             0.00109
                 182,            0.025472,            0.011132,           0.0023684,             0.94751,             0.90269,             0.92756,             0.48593,            0.030738,            0.011058,           0.0016566,           0.0010405,           0.0010405,           0.0010405
                 183,            0.024649,            0.011295,           0.0012097,             0.94531,             0.90362,             0.92267,             0.48612,            0.031277,            0.010973,            0.001679,            0.000991,            0.000991,            0.000991
                 184,            0.024621,            0.011249,           0.0011033,             0.94053,             0.90347,             0.92344,             0.48354,            0.030589,            0.010958,           0.0016748,           0.0009415,           0.0009415,           0.0009415
                 185,            0.024085,            0.011221,           0.0010061,             0.94638,             0.89042,             0.91909,             0.48401,            0.030384,            0.010908,           0.0017102,            0.000892,            0.000892,            0.000892
                 186,            0.024856,            0.011487,           0.0020693,             0.93987,             0.89316,             0.92115,              0.4883,            0.030924,            0.010918,            0.001713,           0.0008425,           0.0008425,           0.0008425
                 187,            0.026004,            0.011703,           0.0012103,             0.92759,             0.91427,             0.92775,             0.49067,            0.030707,            0.010935,           0.0016458,            0.000793,            0.000793,            0.000793
                 188,            0.024708,            0.011116,           0.0011743,             0.93133,             0.91385,             0.92975,             0.49183,            0.030867,            0.010906,           0.0015908,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024406,            0.011556,           0.0017016,             0.93576,             0.91213,             0.92292,             0.48708,            0.031134,            0.010943,           0.0015365,            0.000694,            0.000694,            0.000694
                 190,            0.024854,            0.011852,           0.0023437,             0.94241,             0.91291,             0.92756,              0.4904,             0.03125,            0.010963,           0.0015729,           0.0006445,           0.0006445,           0.0006445
                 191,            0.025294,            0.011804,           0.0016231,             0.93661,             0.90725,             0.92507,             0.48569,            0.031299,            0.010875,           0.0016257,            0.000595,            0.000595,            0.000595
                 192,            0.023994,            0.010859,            0.002709,              0.9405,             0.89418,              0.9158,             0.48491,            0.031305,            0.010867,           0.0016733,           0.0005455,           0.0005455,           0.0005455
                 193,            0.022818,            0.011271,           0.0014755,             0.94265,             0.89292,             0.91554,                0.49,            0.031657,            0.010878,           0.0016586,            0.000496,            0.000496,            0.000496
                 194,            0.024488,            0.011457,            0.001522,             0.94715,             0.89405,             0.91317,             0.48198,            0.031334,            0.010923,           0.0016729,           0.0004465,           0.0004465,           0.0004465
                 195,            0.024033,            0.011538,           0.0010346,             0.94268,             0.89148,             0.91127,             0.48538,            0.031541,            0.010943,           0.0016557,            0.000397,            0.000397,            0.000397
                 196,            0.024064,            0.011741,           0.0012716,             0.94581,             0.89368,             0.91594,             0.48391,            0.031393,            0.010925,           0.0016404,           0.0003475,           0.0003475,           0.0003475
                 197,            0.024838,             0.01112,           0.0017434,             0.94505,             0.89584,             0.91848,             0.48718,               0.031,            0.010912,           0.0016163,            0.000298,            0.000298,            0.000298
                 198,            0.023161,            0.011441,           0.0012373,             0.94718,             0.89101,             0.91347,             0.48423,            0.030734,            0.010908,           0.0016193,           0.0002485,           0.0002485,           0.0002485
                 199,            0.021716,             0.01151,           0.0018911,             0.94013,             0.89468,              0.9155,             0.48628,             0.03083,            0.010905,           0.0016375,            0.000199,            0.000199,            0.000199
