               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.048095,            0.017514,            0.016328,             0.71475,             0.68424,             0.70019,             0.29515,            0.043973,            0.013068,            0.012045,            0.006931,            0.006931,            0.006931
                  33,            0.053301,            0.017221,            0.013746,             0.77516,             0.73871,             0.77245,             0.32851,            0.042346,            0.012557,            0.010927,            0.006832,            0.006832,            0.006832
                  34,            0.049247,            0.016432,            0.014096,             0.69895,             0.73962,             0.74777,              0.3326,            0.039939,            0.012681,            0.010734,            0.006733,            0.006733,            0.006733
                  35,            0.046032,            0.016706,            0.013105,             0.80106,              0.7313,             0.75055,              0.3116,            0.039982,            0.012368,            0.010363,            0.006634,            0.006634,            0.006634
                  36,            0.048652,            0.016907,            0.015126,              0.8456,             0.77303,             0.81804,             0.36758,            0.037486,            0.011976,            0.010003,            0.006535,            0.006535,            0.006535
                  37,            0.044622,            0.016388,            0.012709,             0.86359,             0.79904,             0.81645,             0.35114,            0.041131,             0.01209,           0.0097954,            0.006436,            0.006436,            0.006436
                  38,            0.045383,            0.016385,            0.013174,              0.8188,             0.78434,             0.79213,             0.34431,            0.041605,            0.012215,           0.0094834,            0.006337,            0.006337,            0.006337
                  39,            0.046677,            0.017332,            0.014416,             0.86218,             0.76213,             0.80161,             0.35847,              0.0407,            0.012195,           0.0091673,            0.006238,            0.006238,            0.006238
                  40,            0.044308,            0.016307,            0.011831,             0.85089,              0.7847,             0.81489,             0.35945,            0.038397,            0.012204,           0.0083575,            0.006139,            0.006139,            0.006139
                  41,            0.045056,            0.015617,            0.010964,             0.85516,             0.77353,             0.78951,             0.31678,            0.039207,            0.012043,            0.007937,             0.00604,             0.00604,             0.00604
                  42,            0.045495,             0.01519,            0.011683,             0.88996,             0.78703,             0.84445,              0.3788,            0.038684,            0.011729,           0.0082701,            0.005941,            0.005941,            0.005941
                  43,            0.046235,            0.016585,            0.011794,             0.79279,             0.78101,             0.78491,             0.34631,            0.038995,            0.018319,           0.0093744,            0.005842,            0.005842,            0.005842
                  44,            0.044933,            0.016105,            0.012968,             0.88043,             0.81211,              0.8554,             0.37144,            0.038328,            0.011805,           0.0076632,            0.005743,            0.005743,            0.005743
                  45,            0.042206,            0.016546,            0.011227,             0.88108,             0.81625,             0.85417,             0.38509,            0.036436,            0.011843,           0.0073281,            0.005644,            0.005644,            0.005644
                  46,            0.045588,            0.016251,            0.012928,             0.88999,             0.83391,             0.87415,             0.40936,            0.035406,             0.01158,           0.0077514,            0.005545,            0.005545,            0.005545
                  47,            0.045603,            0.015756,            0.012127,             0.89942,             0.81775,             0.87843,             0.39165,            0.036289,            0.011711,           0.0072129,            0.005446,            0.005446,            0.005446
                  48,            0.042781,            0.014904,           0.0090376,             0.85309,              0.7845,             0.81631,             0.34368,            0.037938,            0.011823,           0.0074371,            0.005347,            0.005347,            0.005347
                  49,            0.042052,            0.015986,            0.010488,             0.86733,              0.8316,             0.84344,             0.37325,            0.038248,            0.011856,           0.0065163,            0.005248,            0.005248,            0.005248
                  50,             0.04247,            0.016407,           0.0085054,             0.90225,             0.85296,             0.87819,             0.41682,             0.03541,            0.011573,           0.0061446,            0.005149,            0.005149,            0.005149
                  51,            0.041153,            0.015752,           0.0098598,              0.9117,             0.85014,             0.88244,             0.41165,            0.034384,            0.011759,           0.0057665,             0.00505,             0.00505,             0.00505
                  52,            0.042337,            0.015817,           0.0090992,             0.93015,             0.82608,             0.88153,             0.42408,            0.033859,             0.01172,           0.0056319,            0.004951,            0.004951,            0.004951
                  53,             0.04213,            0.015973,           0.0085061,             0.95157,             0.81665,             0.87452,             0.41588,            0.034828,            0.011667,           0.0054786,            0.004852,            0.004852,            0.004852
                  54,            0.040487,            0.015529,           0.0087613,             0.91194,             0.81598,             0.86011,              0.3838,            0.039542,            0.011513,           0.0050908,            0.004753,            0.004753,            0.004753
                  55,            0.043391,             0.01531,           0.0085025,             0.93528,              0.8209,             0.87503,             0.40638,            0.035599,            0.011353,           0.0050195,            0.004654,            0.004654,            0.004654
                  56,            0.043949,            0.015666,           0.0097484,              0.9418,             0.81132,             0.87292,             0.42643,             0.03309,            0.011374,           0.0051448,            0.004555,            0.004555,            0.004555
                  57,            0.041232,            0.014901,           0.0090291,             0.89008,             0.84829,             0.87625,             0.41057,            0.035051,            0.011347,            0.004854,            0.004456,            0.004456,            0.004456
                  58,            0.038141,            0.014951,           0.0073354,             0.92847,              0.8282,             0.87202,              0.4163,             0.03507,            0.011399,           0.0043539,            0.004357,            0.004357,            0.004357
                  59,            0.040339,            0.015148,           0.0064938,              0.9164,             0.82735,             0.87617,             0.42382,            0.033918,            0.011274,           0.0044204,            0.004258,            0.004258,            0.004258
                  60,            0.037621,            0.015096,            0.007277,             0.90884,             0.85657,             0.89008,             0.41201,            0.033902,            0.011072,           0.0044341,            0.004159,            0.004159,            0.004159
                  61,            0.037996,            0.015295,           0.0063986,             0.93099,             0.85555,             0.88986,             0.41492,            0.035007,            0.011193,           0.0043921,             0.00406,             0.00406,             0.00406
                  62,            0.040821,            0.015148,           0.0077623,             0.92488,              0.8414,             0.88374,             0.40498,            0.036369,            0.011408,           0.0041659,            0.003961,            0.003961,            0.003961
                  63,            0.038469,             0.01488,           0.0074726,             0.91575,             0.85739,             0.89462,             0.42947,            0.032492,             0.01123,           0.0037645,            0.003862,            0.003862,            0.003862
                  64,            0.038803,             0.01489,           0.0066368,             0.89779,             0.85147,             0.89327,             0.40633,            0.034876,            0.011417,           0.0037308,            0.003763,            0.003763,            0.003763
                  65,            0.039861,            0.014237,           0.0053882,             0.88623,             0.88458,             0.89971,             0.41627,              0.0334,            0.011181,           0.0036718,            0.003664,            0.003664,            0.003664
                  66,            0.039851,            0.014136,           0.0068944,             0.90251,             0.88828,             0.89972,             0.41594,            0.035676,            0.010925,           0.0034199,            0.003565,            0.003565,            0.003565
                  67,            0.038806,            0.014609,           0.0074131,             0.91025,             0.89399,             0.90998,             0.43147,            0.034285,            0.010803,           0.0033502,            0.003466,            0.003466,            0.003466
                  68,            0.037914,            0.013944,           0.0061214,              0.9222,             0.88932,             0.91436,             0.44114,            0.034294,            0.010899,           0.0031479,            0.003367,            0.003367,            0.003367
                  69,            0.036642,            0.014699,           0.0049835,             0.90362,              0.8974,             0.90136,              0.4331,            0.032372,            0.010731,           0.0031531,            0.003268,            0.003268,            0.003268
                  70,            0.040808,            0.014729,           0.0060194,             0.91071,             0.88718,             0.90836,             0.43502,            0.032396,            0.010759,           0.0031382,            0.003169,            0.003169,            0.003169
                  71,             0.03623,             0.01494,           0.0055917,             0.93356,             0.86119,             0.90536,             0.44921,            0.035313,            0.010752,           0.0033069,             0.00307,             0.00307,             0.00307
                  72,            0.038457,            0.014467,             0.00637,             0.91591,             0.87325,             0.91409,             0.44629,            0.034574,            0.011178,           0.0034333,            0.002971,            0.002971,            0.002971
                  73,             0.03469,            0.014435,           0.0049458,             0.93617,             0.86355,             0.90409,             0.43935,            0.032949,            0.010759,           0.0032143,            0.002872,            0.002872,            0.002872
                  74,            0.038122,            0.014571,           0.0052752,             0.92471,             0.88337,             0.90523,             0.43673,            0.032347,            0.010815,           0.0028026,            0.002773,            0.002773,            0.002773
                  75,            0.036204,             0.01367,           0.0059706,             0.90435,             0.89558,             0.90777,             0.44259,             0.03137,            0.010783,           0.0027264,            0.002674,            0.002674,            0.002674
                  76,            0.035947,            0.014701,           0.0048588,             0.93003,             0.89875,             0.91528,             0.43742,            0.032222,            0.010809,           0.0027466,            0.002575,            0.002575,            0.002575
                  77,            0.036521,            0.014478,           0.0061151,             0.90209,             0.89576,             0.90503,             0.44989,            0.032272,            0.010768,           0.0027357,            0.002476,            0.002476,            0.002476
                  78,            0.035219,            0.014029,           0.0051363,             0.92955,             0.88283,             0.91196,             0.45271,            0.031948,             0.01079,           0.0027328,            0.002377,            0.002377,            0.002377
                  79,            0.035786,            0.014056,           0.0051276,              0.9188,             0.91274,             0.91662,             0.45399,            0.033134,            0.010541,           0.0027551,            0.002278,            0.002278,            0.002278
                  80,            0.038956,            0.014801,           0.0051844,             0.91365,             0.90039,             0.91276,             0.45079,            0.031687,            0.010623,            0.002639,            0.002179,            0.002179,            0.002179
                  81,            0.036244,            0.013832,           0.0049238,             0.91662,             0.89221,             0.91339,             0.45628,            0.032478,             0.01068,           0.0026386,             0.00208,             0.00208,             0.00208
                  82,            0.035532,            0.014747,           0.0053947,             0.91687,             0.89099,             0.91489,             0.45589,            0.031887,            0.010589,           0.0026042,            0.001981,            0.001981,            0.001981
                  83,            0.035854,            0.013814,           0.0040463,             0.89895,             0.90263,             0.91031,             0.44919,            0.033122,            0.010615,           0.0025614,            0.001882,            0.001882,            0.001882
                  84,            0.033739,            0.014127,           0.0056121,             0.90137,             0.90284,              0.9111,             0.45735,            0.031568,            0.010632,           0.0024717,            0.001783,            0.001783,            0.001783
                  85,            0.036275,            0.013799,           0.0060689,             0.91753,              0.8888,             0.90964,             0.45089,            0.032106,            0.010734,           0.0024986,            0.001684,            0.001684,            0.001684
                  86,            0.035013,            0.014134,           0.0042669,             0.92899,             0.88931,             0.91617,             0.45703,            0.032788,            0.010626,            0.002486,            0.001585,            0.001585,            0.001585
                  87,            0.031768,            0.013929,           0.0035119,             0.91975,             0.90857,             0.92122,             0.45899,            0.030563,            0.010537,           0.0024305,            0.001486,            0.001486,            0.001486
                  88,            0.034719,             0.01471,           0.0041331,             0.91777,             0.90697,             0.91975,             0.45872,            0.031194,            0.010524,           0.0023542,            0.001387,            0.001387,            0.001387
                  89,            0.034367,            0.013632,           0.0043013,             0.91983,             0.90205,             0.91683,             0.46144,            0.029971,            0.010531,           0.0022939,            0.001288,            0.001288,            0.001288
                  90,            0.032285,             0.01367,           0.0040958,             0.92436,             0.90174,             0.92229,             0.46783,            0.030597,            0.010629,           0.0023118,            0.001189,            0.001189,            0.001189
                  91,            0.033674,            0.013529,           0.0040936,             0.91982,             0.90242,             0.91741,             0.46417,            0.030526,            0.010681,           0.0023521,             0.00109,             0.00109,             0.00109
                  92,            0.031526,            0.013653,           0.0030812,             0.93482,             0.88626,             0.91731,             0.46791,            0.030271,            0.010658,           0.0023153,            0.000991,            0.000991,            0.000991
                  93,             0.03055,            0.013856,           0.0030281,             0.93527,             0.89167,              0.9173,             0.46255,            0.029625,            0.010653,           0.0022464,            0.000892,            0.000892,            0.000892
                  94,            0.032667,            0.013547,           0.0034981,             0.92488,             0.89531,             0.91795,               0.473,            0.029232,            0.010614,           0.0022057,            0.000793,            0.000793,            0.000793
                  95,            0.031736,            0.013601,           0.0052242,             0.92832,             0.89657,             0.91751,             0.45841,             0.02918,            0.010567,           0.0021961,            0.000694,            0.000694,            0.000694
                  96,             0.03093,             0.01383,           0.0039113,             0.93096,             0.91163,             0.92293,             0.46897,            0.029778,            0.010531,           0.0021614,            0.000595,            0.000595,            0.000595
                  97,            0.029448,            0.012987,           0.0033134,             0.92449,              0.9065,             0.91767,             0.47148,            0.029754,            0.010518,           0.0021567,            0.000496,            0.000496,            0.000496
                  98,            0.031076,            0.013575,           0.0037201,             0.92695,             0.90896,             0.92297,             0.46844,            0.029579,            0.010594,            0.002139,            0.000397,            0.000397,            0.000397
                  99,            0.030415,            0.013868,           0.0035074,             0.92293,             0.90451,             0.91826,              0.4692,            0.029735,            0.010611,           0.0021369,            0.000298,            0.000298,            0.000298
